directTimestamp,directFractionalCadence,sumMovingDuration,directUncorrectedElevation,sumDuration,directRunCadence,directLongitude,directLatitude,directSpeed,directCorrectedElevation,directElevation,directHeartRate,sumElapsedDuration,sumDistance,directDoubleCadence,directVerticalSpeed,elapsed_s
1789379150000.0,0.5,151.0,111.80000305175781,159.0,76.0,106.89305679872632,-6.431699087843299,1.6239999532699585,87.4000015258789,87.4000015258789,135.0,159.0,286.80999755859375,153.0,-0.004999999888241291,159.0
1789379158000.0,0.0,159.0,112.4000015258789,167.0,77.0,106.8930160626769,-6.431833868846297,1.6519999504089355,86.80000305175781,86.80000305175781,137.0,167.0,302.3900146484375,154.0,-0.06800000369548798,167.0
1789379166000.0,0.5,167.0,111.80000305175781,175.0,76.0,106.89297541044652,-6.431949203833938,1.6799999475479126,86.80000305175781,86.80000305175781,136.0,175.0,316.8900146484375,153.0,-0.012000000104308128,175.0
1789379175000.0,0.5,176.0,111.5999984741211,184.0,78.0,106.89293073490262,-6.432093288749456,1.7079999446868896,87.4000015258789,87.4000015258789,136.0,184.0,333.6700134277344,157.0,0.07500000298023224,184.0
1789379182000.0,0.5,183.0,110.80000305175781,191.0,78.0,106.89289988949895,-6.432195380330086,1.7450000047683716,88.0,88.0,137.0,191.0,345.6199951171875,157.0,0.06800000369548798,191.0
1789379186000.0,0.5,187.0,110.19999694824219,195.0,79.0,106.89288119785488,-6.4322546403855085,1.753999948501587,88.19999694824219,88.19999694824219,140.0,195.0,352.5400085449219,159.0,0.06499999761581421,195.0
1789379188000.0,0.5,189.0,109.80000305175781,197.0,78.0,106.8928646016866,-6.4322843961417675,1.753999948501587,88.19999694824219,88.19999694824219,141.0,197.0,356.29998779296875,157.0,0.05400000140070915,197.0
1789379195000.0,0.0,196.0,110.0,204.0,79.0,106.89279587008059,-6.432392941787839,1.7640000581741333,88.5999984741211,88.5999984741211,143.0,204.0,370.5899963378906,158.0,0.0560000017285347,204.0
1789379203000.0,0.0,204.0,110.0,212.0,79.0,106.89268573187292,-6.432528141885996,1.809999942779541,89.4000015258789,89.4000015258789,142.0,212.0,389.7699890136719,158.0,0.0820000022649765,212.0
1789379210000.0,0.0,211.0,112.0,219.0,80.0,106.8926642742008,-6.432667868211865,1.875,90.4000015258789,90.4000015258789,143.0,219.0,404.9200134277344,160.0,0.14399999380111694,219.0
1789379220000.0,0.5,221.0,113.19999694824219,229.0,78.0,106.89259017817676,-6.432816814631224,2.00600004196167,91.0,91.0,144.0,229.0,423.32000732421875,157.0,0.0729999989271164,229.0
1789379229000.0,0.5,230.0,113.80000305175781,238.0,74.0,106.8925310857594,-6.432941285893321,1.9220000505447388,91.0,91.0,144.0,238.0,439.04998779296875,149.0,0.003000000026077032,238.0
1789379234000.0,0.5,235.0,114.0,243.0,76.0,106.89246361143887,-6.432885713875294,1.875,90.4000015258789,90.4000015258789,141.0,243.0,449.1700134277344,153.0,-0.1509999930858612,243.0
1789379236000.0,0.5,237.0,114.0,245.0,77.0,106.89246637746692,-6.432839445769787,1.8849999904632568,90.0,90.0,138.0,245.0,454.2799987792969,155.0,-0.15199999511241913,245.0
1789379240000.0,0.0,241.0,113.4000015258789,249.0,78.0,106.89250183291733,-6.432772222906351,1.8940000534057617,90.0,90.0,136.0,249.0,462.6099853515625,156.0,-0.02500000037252903,249.0
1789379250000.0,0.0,251.0,114.4000015258789,259.0,74.0,106.89256486482918,-6.432591173797846,1.847000002861023,89.4000015258789,89.4000015258789,137.0,259.0,483.8500061035156,148.0,-0.06199999898672104,259.0
1789379253000.0,0.0,254.0,114.19999694824219,262.0,74.0,106.89257869496942,-6.4325459115207195,1.809999942779541,89.19999694824219,89.19999694824219,137.0,262.0,489.1199951171875,148.0,-0.05900000035762787,262.0
1789379262000.0,0.5,263.0,113.5999984741211,271.0,76.0,106.89260870218277,-6.43243451602757,1.753999948501587,89.19999694824219,89.19999694824219,136.0,271.0,501.8699951171875,153.0,0.003000000026077032,271.0
1789379274000.0,0.0,275.0,113.4000015258789,283.0,78.0,106.89263359643519,-6.4322395529598,1.7450000047683716,89.5999984741211,89.5999984741211,136.0,283.0,523.2999877929688,156.0,0.04399999976158142,283.0
1789379286000.0,0.5,287.0,112.19999694824219,295.0,78.0,106.89270794391632,-6.4320596773177385,1.7730000019073486,89.0,89.0,136.0,295.0,544.7999877929688,157.0,-0.05000000074505806,295.0
